waveform	[0]	[1]	[2]
t0	2023-02-25  12:35:45.046400	2023-02-25  12:35:45.046400	2023-02-25  12:35:45.046400
delta t	4.980000E-5	4.980000E-5	4.980000E-5

time	Y[0]	Y[1]	Y[2]
2023-02-25  12:35:45.177972	2.694702E+1	3.597412E+1	4.528809E+1
2023-02-25  12:35:45.178022	2.689209E+1	3.570557E+1	4.558716E+1
2023-02-25  12:35:45.178071	2.677002E+1	3.560791E+1	4.566040E+1
2023-02-25  12:35:45.178121	2.651367E+1	3.551025E+1	4.574585E+1
2023-02-25  12:35:45.178171	2.656860E+1	3.649902E+1	4.567871E+1
2023-02-25  12:35:45.178221	2.665405E+1	3.645630E+1	4.541016E+1
2023-02-25  12:35:45.178271	2.677612E+1	3.668213E+1	4.528198E+1
2023-02-25  12:35:45.178320	2.681885E+1	3.695679E+1	4.481812E+1
2023-02-25  12:35:45.178370	2.707520E+1	3.651733E+1	4.457397E+1
2023-02-25  12:35:45.178420	2.725830E+1	3.666382E+1	4.424438E+1
2023-02-25  12:35:45.178470	2.739258E+1	3.692017E+1	4.425659E+1
2023-02-25  12:35:45.178520	2.758179E+1	3.692017E+1	4.414673E+1
2023-02-25  12:35:45.178569	2.732544E+1	3.661499E+1	4.427490E+1
2023-02-25  12:35:45.178619	2.736206E+1	3.712769E+1	4.448853E+1
2023-02-25  12:35:45.178669	2.745972E+1	3.704224E+1	4.468994E+1
2023-02-25  12:35:45.178719	2.711792E+1	3.634033E+1	4.481201E+1
2023-02-25  12:35:45.178769	2.697754E+1	3.684082E+1	4.509888E+1
2023-02-25  12:35:45.178818	2.703857E+1	3.689575E+1	4.553833E+1
2023-02-25  12:35:45.178868	2.691650E+1	3.645020E+1	4.578247E+1
2023-02-25  12:35:45.178918	2.661743E+1	3.664551E+1	4.591675E+1
2023-02-25  12:35:45.178968	2.657471E+1	3.665161E+1	4.594727E+1
2023-02-25  12:35:45.179018	2.647705E+1	3.624878E+1	4.598999E+1
2023-02-25  12:35:45.179067	2.661743E+1	3.681030E+1	4.578247E+1
2023-02-25  12:35:45.179117	2.672119E+1	3.681030E+1	4.564209E+1
2023-02-25  12:35:45.179167	2.628784E+1	3.666382E+1	4.545898E+1
2023-02-25  12:35:45.179217	2.629395E+1	3.668213E+1	4.528198E+1
2023-02-25  12:35:45.179267	2.636719E+1	3.678589E+1	4.493408E+1
2023-02-25  12:35:45.179316	2.648926E+1	3.669434E+1	4.472656E+1
2023-02-25  12:35:45.179366	2.586060E+1	3.665771E+1	4.436646E+1
2023-02-25  12:35:45.179416	2.564697E+1	3.682861E+1	4.419556E+1
2023-02-25  12:35:45.179466	2.568970E+1	3.665771E+1	4.432983E+1
2023-02-25  12:35:45.179516	2.558594E+1	3.654175E+1	4.431152E+1
2023-02-25  12:35:45.179565	2.572632E+1	3.640747E+1	4.432983E+1
2023-02-25  12:35:45.179615	2.566528E+1	3.637085E+1	4.470215E+1
2023-02-25  12:35:45.179665	2.586670E+1	3.647461E+1	4.496460E+1
2023-02-25  12:35:45.179715	2.590332E+1	3.679810E+1	4.538574E+1
2023-02-25  12:35:45.179765	2.611694E+1	3.666992E+1	4.562988E+1
2023-02-25  12:35:45.179814	2.606201E+1	3.649292E+1	4.588623E+1
2023-02-25  12:35:45.179864	2.590942E+1	3.679810E+1	4.611206E+1
2023-02-25  12:35:45.179914	2.614136E+1	3.668213E+1	4.602661E+1
2023-02-25  12:35:45.179964	2.642822E+1	3.668823E+1	4.608154E+1
2023-02-25  12:35:45.180014	2.650757E+1	3.681030E+1	4.578247E+1
2023-02-25  12:35:45.180063	2.619019E+1	3.690186E+1	4.568481E+1
2023-02-25  12:35:45.180113	2.622070E+1	3.657837E+1	4.538574E+1
2023-02-25  12:35:45.180163	2.612305E+1	3.654785E+1	4.505005E+1
2023-02-25  12:35:45.180213	2.598877E+1	3.676147E+1	4.470215E+1
2023-02-25  12:35:45.180263	2.571411E+1	3.628540E+1	4.432983E+1
2023-02-25  12:35:45.180312	2.574463E+1	3.645630E+1	4.446411E+1
2023-02-25  12:35:45.180362	2.587280E+1	3.637695E+1	4.446411E+1
2023-02-25  12:35:45.180412	2.565918E+1	3.624878E+1	4.445801E+1
2023-02-25  12:35:45.180462	2.556152E+1	3.623657E+1	4.436035E+1
2023-02-25  12:35:45.180512	2.543945E+1	3.646851E+1	4.451904E+1
2023-02-25  12:35:45.180561	2.549438E+1	3.641968E+1	4.475708E+1
2023-02-25  12:35:45.180611	2.564087E+1	3.637085E+1	4.497070E+1
2023-02-25  12:35:45.180661	2.554321E+1	3.654785E+1	4.506836E+1
2023-02-25  12:35:45.180711	2.532349E+1	3.644409E+1	4.539185E+1
2023-02-25  12:35:45.180761	2.513428E+1	3.638306E+1	4.556885E+1
2023-02-25  12:35:45.180810	2.494507E+1	3.648682E+1	4.577026E+1
2023-02-25  12:35:45.180860	2.495728E+1	3.652344E+1	4.583740E+1
2023-02-25  12:35:45.180910	2.465210E+1	3.641357E+1	4.594727E+1
2023-02-25  12:35:45.180960	2.490845E+1	3.638306E+1	4.580078E+1
2023-02-25  12:35:45.181010	2.504272E+1	3.659668E+1	4.555054E+1
2023-02-25  12:35:45.181059	2.509155E+1	3.630981E+1	4.519043E+1
2023-02-25  12:35:45.181109	2.517700E+1	3.661499E+1	4.499512E+1
2023-02-25  12:35:45.181159	2.526245E+1	3.661499E+1	4.460449E+1
2023-02-25  12:35:45.181209	2.537231E+1	3.642578E+1	4.455566E+1
2023-02-25  12:35:45.181259	2.543945E+1	3.640137E+1	4.427490E+1
2023-02-25  12:35:45.181308	2.536011E+1	3.665771E+1	4.418945E+1
2023-02-25  12:35:45.181358	2.515259E+1	3.635864E+1	4.440918E+1
2023-02-25  12:35:45.181408	2.500000E+1	3.645630E+1	4.467773E+1
2023-02-25  12:35:45.181458	2.518311E+1	3.654175E+1	4.496460E+1
2023-02-25  12:35:45.181508	2.502441E+1	3.657227E+1	4.532471E+1
2023-02-25  12:35:45.181557	2.517700E+1	3.638916E+1	4.561157E+1
2023-02-25  12:35:45.181607	2.501831E+1	3.662720E+1	4.594727E+1
2023-02-25  12:35:45.181657	2.541504E+1	3.652344E+1	4.610596E+1
2023-02-25  12:35:45.181707	2.536011E+1	3.641357E+1	4.606934E+1
2023-02-25  12:35:45.181757	2.524414E+1	3.649292E+1	4.586792E+1
2023-02-25  12:35:45.181806	2.521973E+1	3.645020E+1	4.570923E+1
2023-02-25  12:35:45.181856	2.520752E+1	3.630371E+1	4.547729E+1
2023-02-25  12:35:45.181906	2.496338E+1	3.651733E+1	4.520874E+1
2023-02-25  12:35:45.181956	2.462769E+1	3.647461E+1	4.484253E+1
2023-02-25  12:35:45.182006	2.440186E+1	3.635864E+1	4.476929E+1
2023-02-25  12:35:45.182055	2.435913E+1	3.647461E+1	4.467773E+1
2023-02-25  12:35:45.182105	2.440186E+1	3.654175E+1	4.466553E+1
2023-02-25  12:35:45.182155	2.416382E+1	3.637085E+1	4.466553E+1
2023-02-25  12:35:45.182205	2.414551E+1	3.639526E+1	4.487305E+1
2023-02-25  12:35:45.182255	2.404175E+1	3.663940E+1	4.493408E+1
2023-02-25  12:35:45.182304	2.431641E+1	3.635254E+1	4.508057E+1
2023-02-25  12:35:45.182354	2.446289E+1	3.638916E+1	4.529419E+1
2023-02-25  12:35:45.182404	2.459106E+1	3.648682E+1	4.519653E+1
2023-02-25  12:35:45.182454	2.462769E+1	3.629150E+1	4.530029E+1
2023-02-25  12:35:45.182504	2.457275E+1	3.620605E+1	4.516602E+1
2023-02-25  12:35:45.182553	2.444458E+1	3.638306E+1	4.533691E+1
2023-02-25  12:35:45.182603	2.418213E+1	3.629150E+1	4.512329E+1
2023-02-25  12:35:45.182653	2.416992E+1	3.624878E+1	4.505615E+1
2023-02-25  12:35:45.182703	2.408447E+1	3.638306E+1	4.508057E+1
2023-02-25  12:35:45.182753	2.415771E+1	3.634033E+1	4.497070E+1
2023-02-25  12:35:45.182802	2.435913E+1	3.615723E+1	4.484863E+1
2023-02-25  12:35:45.182852	2.431030E+1	3.632813E+1	4.496460E+1
2023-02-25  12:35:45.182902	2.433472E+1	3.626709E+1	4.502563E+1
2023-02-25  12:35:45.182952	2.457886E+1	3.621826E+1	4.488525E+1
2023-02-25  12:35:45.183002	2.457886E+1	3.633423E+1	4.497681E+1
2023-02-25  12:35:45.183051	2.478027E+1	3.634644E+1	4.500122E+1
2023-02-25  12:35:45.183101	2.488403E+1	3.618774E+1	4.492798E+1
2023-02-25  12:35:45.183151	2.440796E+1	3.629761E+1	4.489746E+1
2023-02-25  12:35:45.183201	2.415771E+1	3.633423E+1	4.479980E+1
2023-02-25  12:35:45.183251	2.417603E+1	3.617554E+1	4.489136E+1
2023-02-25  12:35:45.183300	2.401733E+1	3.627319E+1	4.488525E+1
2023-02-25  12:35:45.183350	2.384033E+1	3.620605E+1	4.498901E+1
2023-02-25  12:35:45.183400	2.384644E+1	3.618774E+1	4.495850E+1
2023-02-25  12:35:45.183450	2.368774E+1	3.612061E+1	4.487305E+1
2023-02-25  12:35:45.183500	2.373047E+1	3.619385E+1	4.483643E+1
2023-02-25  12:35:45.183549	2.369995E+1	3.613892E+1	4.473267E+1
2023-02-25  12:35:45.183599	2.378540E+1	3.611450E+1	4.465332E+1
2023-02-25  12:35:45.183649	2.376099E+1	3.615723E+1	4.459229E+1
2023-02-25  12:35:45.183699	2.374878E+1	3.610229E+1	4.436646E+1
2023-02-25  12:35:45.183749	2.383423E+1	3.609619E+1	4.448242E+1
2023-02-25  12:35:45.183798	2.374268E+1	3.619995E+1	4.459229E+1
2023-02-25  12:35:45.183848	2.390137E+1	3.613281E+1	4.454956E+1
2023-02-25  12:35:45.183898	2.379150E+1	3.607178E+1	4.474487E+1
2023-02-25  12:35:45.183948	2.384644E+1	3.612671E+1	4.492188E+1
2023-02-25  12:35:45.183998	2.380981E+1	3.618164E+1	4.519653E+1
2023-02-25  12:35:45.184047	2.392578E+1	3.600464E+1	4.537964E+1
2023-02-25  12:35:45.184097	2.362061E+1	3.604126E+1	4.556274E+1
2023-02-25  12:35:45.184147	2.367554E+1	3.603516E+1	4.565430E+1
2023-02-25  12:35:45.184197	2.381592E+1	3.594971E+1	4.550171E+1
2023-02-25  12:35:45.184247	2.376709E+1	3.597412E+1	4.539185E+1
2023-02-25  12:35:45.184296	2.390137E+1	3.605957E+1	4.524536E+1
2023-02-25  12:35:45.184346	2.393799E+1	3.601074E+1	4.505615E+1
2023-02-25  12:35:45.184396	2.385254E+1	3.593140E+1	4.483032E+1
2023-02-25  12:35:45.184446	2.372437E+1	3.601074E+1	4.474487E+1
2023-02-25  12:35:45.184496	2.389526E+1	3.597412E+1	4.468384E+1
2023-02-25  12:35:45.184545	2.391357E+1	3.587646E+1	4.457397E+1
2023-02-25  12:35:45.184595	2.373657E+1	3.597412E+1	4.459839E+1
2023-02-25  12:35:45.184645	2.376709E+1	3.593140E+1	4.455566E+1
2023-02-25  12:35:45.184695	2.360229E+1	3.587036E+1	4.472046E+1
2023-02-25  12:35:45.184745	2.351074E+1	3.595581E+1	4.470825E+1
2023-02-25  12:35:45.184794	2.315063E+1	3.599854E+1	4.465942E+1
2023-02-25  12:35:45.184844	2.306519E+1	3.584595E+1	4.492798E+1
2023-02-25  12:35:45.184894	2.313232E+1	3.583374E+1	4.501953E+1
2023-02-25  12:35:45.184944	2.290649E+1	3.591309E+1	4.518433E+1
2023-02-25  12:35:45.184994	2.314453E+1	3.579102E+1	4.530029E+1
2023-02-25  12:35:45.185043	2.310181E+1	3.583374E+1	4.545288E+1
2023-02-25  12:35:45.185093	2.316895E+1	3.586426E+1	4.538574E+1
2023-02-25  12:35:45.185143	2.322388E+1	3.582153E+1	4.538574E+1
2023-02-25  12:35:45.185193	2.351074E+1	3.582764E+1	4.532471E+1
2023-02-25  12:35:45.185243	2.343750E+1	3.585205E+1	4.536743E+1
2023-02-25  12:35:45.185292	2.339478E+1	3.584595E+1	4.505615E+1
2023-02-25  12:35:45.185342	2.329712E+1	3.573608E+1	4.477539E+1
2023-02-25  12:35:45.185392	2.333374E+1	3.591309E+1	4.446411E+1
2023-02-25  12:35:45.185442	2.326050E+1	3.582153E+1	4.429321E+1
2023-02-25  12:35:45.185492	2.313232E+1	3.568115E+1	4.420166E+1
2023-02-25  12:35:45.185541	2.300415E+1	3.579712E+1	4.427490E+1
2023-02-25  12:35:45.185591	2.317505E+1	3.581543E+1	4.425659E+1
2023-02-25  12:35:45.185641	2.308960E+1	3.576050E+1	4.442749E+1
2023-02-25  12:35:45.185691	2.315674E+1	3.572388E+1	4.478149E+1
2023-02-25  12:35:45.185741	2.323608E+1	3.583984E+1	4.495850E+1
2023-02-25  12:35:45.185790	2.332764E+1	3.573608E+1	4.507446E+1
2023-02-25  12:35:45.185840	2.349243E+1	3.573608E+1	4.525146E+1
2023-02-25  12:35:45.185890	2.338257E+1	3.585205E+1	4.544067E+1
2023-02-25  12:35:45.185940	2.335815E+1	3.574219E+1	4.553223E+1
2023-02-25  12:35:45.185990	2.319946E+1	3.577271E+1	4.539795E+1
2023-02-25  12:35:45.186039	2.315674E+1	3.572388E+1	4.523315E+1
2023-02-25  12:35:45.186089	2.293091E+1	3.577271E+1	4.499512E+1
2023-02-25  12:35:45.186139	2.279663E+1	3.570557E+1	4.480591E+1
2023-02-25  12:35:45.186189	2.283325E+1	3.573608E+1	4.468994E+1
2023-02-25  12:35:45.186239	2.265625E+1	3.575439E+1	4.456177E+1
2023-02-25  12:35:45.186288	2.273560E+1	3.577271E+1	4.451904E+1
2023-02-25  12:35:45.186338	2.255859E+1	3.570557E+1	4.444580E+1
2023-02-25  12:35:45.186388	2.288818E+1	3.574829E+1	4.452515E+1
2023-02-25  12:35:45.186438	2.280884E+1	3.570557E+1	4.453735E+1
2023-02-25  12:35:45.186488	2.284546E+1	3.574219E+1	4.463501E+1
2023-02-25  12:35:45.186537	2.271118E+1	3.583984E+1	4.486694E+1
2023-02-25  12:35:45.186587	2.278442E+1	3.568115E+1	4.514160E+1
2023-02-25  12:35:45.186637	2.255859E+1	3.576660E+1	4.529419E+1
2023-02-25  12:35:45.186687	2.272949E+1	3.583374E+1	4.530640E+1
2023-02-25  12:35:45.186737	2.265015E+1	3.579712E+1	4.534302E+1
2023-02-25  12:35:45.186786	2.260132E+1	3.582153E+1	4.520874E+1
2023-02-25  12:35:45.186836	2.260742E+1	3.587036E+1	4.548950E+1
2023-02-25  12:35:45.186886	2.266846E+1	3.583374E+1	4.536743E+1
2023-02-25  12:35:45.186936	2.273560E+1	3.583984E+1	4.528198E+1
2023-02-25  12:35:45.186986	2.299194E+1	3.589478E+1	4.530029E+1
2023-02-25  12:35:45.187035	2.285767E+1	3.585205E+1	4.537964E+1
2023-02-25  12:35:45.187085	2.286987E+1	3.579712E+1	4.520264E+1
2023-02-25  12:35:45.187135	2.280884E+1	3.593750E+1	4.518433E+1
2023-02-25  12:35:45.187185	2.274170E+1	3.594360E+1	4.507446E+1
2023-02-25  12:35:45.187235	2.284546E+1	3.587036E+1	4.501953E+1
2023-02-25  12:35:45.187284	2.255249E+1	3.592529E+1	4.515381E+1
2023-02-25  12:35:45.187334	2.262573E+1	3.587646E+1	4.509888E+1
2023-02-25  12:35:45.187384	2.259521E+1	3.579102E+1	4.507446E+1
2023-02-25  12:35:45.187434	2.259521E+1	3.582764E+1	4.520874E+1
2023-02-25  12:35:45.187484	2.263794E+1	3.591919E+1	4.522705E+1
2023-02-25  12:35:45.187533	2.257080E+1	3.598633E+1	4.520264E+1
2023-02-25  12:35:45.187583	2.257690E+1	3.596802E+1	4.514771E+1
2023-02-25  12:35:45.187633	2.282104E+1	3.609619E+1	4.525757E+1
2023-02-25  12:35:45.187683	2.259521E+1	3.598022E+1	4.515381E+1
2023-02-25  12:35:45.187733	2.253418E+1	3.595581E+1	4.502563E+1
2023-02-25  12:35:45.187782	2.222900E+1	3.597412E+1	4.509277E+1
2023-02-25  12:35:45.187832	2.239380E+1	3.600464E+1	4.516602E+1
2023-02-25  12:35:45.187882	2.212524E+1	3.592529E+1	4.485474E+1
2023-02-25  12:35:45.187932	2.203979E+1	3.599243E+1	4.498291E+1
2023-02-25  12:35:45.187982	2.219238E+1	3.600464E+1	4.475708E+1
2023-02-25  12:35:45.188031	2.232056E+1	3.598633E+1	4.506836E+1
2023-02-25  12:35:45.188081	2.232666E+1	3.598022E+1	4.494019E+1
2023-02-25  12:35:45.188131	2.239380E+1	3.601685E+1	4.490967E+1
2023-02-25  12:35:45.188181	2.230225E+1	3.600464E+1	4.515991E+1
2023-02-25  12:35:45.188231	2.228394E+1	3.598633E+1	4.527588E+1
2023-02-25  12:35:45.188280	2.232056E+1	3.595581E+1	4.529419E+1
2023-02-25  12:35:45.188330	2.231445E+1	3.601074E+1	4.523926E+1
2023-02-25  12:35:45.188380	2.238159E+1	3.601074E+1	4.518433E+1
2023-02-25  12:35:45.188430	2.236328E+1	3.597412E+1	4.517822E+1
2023-02-25  12:35:45.188480	2.227173E+1	3.599854E+1	4.517212E+1
2023-02-25  12:35:45.188529	2.223511E+1	3.598633E+1	4.513550E+1
2023-02-25  12:35:45.188579	2.207031E+1	3.601685E+1	4.490356E+1
2023-02-25  12:35:45.188629	2.222290E+1	3.603516E+1	4.501343E+1
2023-02-25  12:35:45.188679	2.230835E+1	3.600464E+1	4.503784E+1
2023-02-25  12:35:45.188729	2.217407E+1	3.607178E+1	4.493408E+1
2023-02-25  12:35:45.188778	2.210693E+1	3.603516E+1	4.494019E+1
2023-02-25  12:35:45.188828	2.214966E+1	3.599854E+1	4.475098E+1
2023-02-25  12:35:45.188878	2.210083E+1	3.609619E+1	4.464722E+1
2023-02-25  12:35:45.188928	2.219238E+1	3.616333E+1	4.467163E+1
2023-02-25  12:35:45.188978	2.200928E+1	3.615112E+1	4.479370E+1
2023-02-25  12:35:45.189027	2.224121E+1	3.603516E+1	4.486694E+1
2023-02-25  12:35:45.189077	2.210083E+1	3.618164E+1	4.483032E+1
2023-02-25  12:35:45.189127	2.206421E+1	3.619385E+1	4.514160E+1
2023-02-25  12:35:45.189177	2.218628E+1	3.614502E+1	4.521484E+1
2023-02-25  12:35:45.189227	2.195435E+1	3.619995E+1	4.524536E+1
2023-02-25  12:35:45.189276	2.185059E+1	3.619385E+1	4.531860E+1
2023-02-25  12:35:45.189326	2.196655E+1	3.618774E+1	4.542847E+1
2023-02-25  12:35:45.189376	2.192383E+1	3.612671E+1	4.550171E+1
2023-02-25  12:35:45.189426	2.183838E+1	3.616943E+1	4.545898E+1
2023-02-25  12:35:45.189476	2.183838E+1	3.618774E+1	4.542236E+1
2023-02-25  12:35:45.189525	2.191772E+1	3.618774E+1	4.520874E+1
2023-02-25  12:35:45.189575	2.183838E+1	3.621826E+1	4.496460E+1
2023-02-25  12:35:45.189625	2.173462E+1	3.619995E+1	4.483032E+1
2023-02-25  12:35:45.189675	2.199707E+1	3.619995E+1	4.465942E+1
2023-02-25  12:35:45.189725	2.194824E+1	3.623047E+1	4.462280E+1
2023-02-25  12:35:45.189774	2.177124E+1	3.616333E+1	4.465942E+1
2023-02-25  12:35:45.189824	2.180786E+1	3.624878E+1	4.480591E+1
2023-02-25  12:35:45.189874	2.198486E+1	3.629150E+1	4.475708E+1
2023-02-25  12:35:45.189924	2.202759E+1	3.626709E+1	4.515381E+1
2023-02-25  12:35:45.189974	2.201538E+1	3.625488E+1	4.521484E+1
2023-02-25  12:35:45.190023	2.201538E+1	3.630981E+1	4.537354E+1
2023-02-25  12:35:45.190073	2.195435E+1	3.635254E+1	4.553223E+1
2023-02-25  12:35:45.190123	2.200928E+1	3.631592E+1	4.567871E+1
2023-02-25  12:35:45.190173	2.199707E+1	3.630371E+1	4.564819E+1
2023-02-25  12:35:45.190223	2.174072E+1	3.632202E+1	4.561157E+1
2023-02-25  12:35:45.190272	2.167969E+1	3.633423E+1	4.555664E+1
2023-02-25  12:35:45.190322	2.178955E+1	3.628540E+1	4.536743E+1
2023-02-25  12:35:45.190372	2.197266E+1	3.630371E+1	4.500122E+1
2023-02-25  12:35:45.190422	2.171021E+1	3.627930E+1	4.490356E+1
2023-02-25  12:35:45.190472	2.170410E+1	3.627319E+1	4.462280E+1
2023-02-25  12:35:45.190521	2.190552E+1	3.637085E+1	4.453125E+1
2023-02-25  12:35:45.190571	2.177124E+1	3.639526E+1	4.456177E+1
2023-02-25  12:35:45.190621	2.178955E+1	3.636475E+1	4.443359E+1
2023-02-25  12:35:45.190671	2.174072E+1	3.634033E+1	4.461670E+1
2023-02-25  12:35:45.190721	2.164917E+1	3.642578E+1	4.480591E+1
2023-02-25  12:35:45.190770	2.155762E+1	3.615112E+1	4.473877E+1
2023-02-25  12:35:45.190820	2.162476E+1	3.637085E+1	4.508667E+1
2023-02-25  12:35:45.190870	2.146606E+1	3.638916E+1	4.515991E+1
2023-02-25  12:35:45.190920	2.147827E+1	3.632202E+1	4.536743E+1
2023-02-25  12:35:45.190970	2.156372E+1	3.635254E+1	4.522095E+1
2023-02-25  12:35:45.191019	2.161255E+1	3.639526E+1	4.542847E+1
2023-02-25  12:35:45.191069	2.163696E+1	3.638916E+1	4.536743E+1
2023-02-25  12:35:45.191119	2.158813E+1	3.637695E+1	4.527588E+1
2023-02-25  12:35:45.191169	2.173462E+1	3.644409E+1	4.512329E+1
2023-02-25  12:35:45.191219	2.167358E+1	3.640137E+1	4.495239E+1
2023-02-25  12:35:45.191268	2.150879E+1	3.641357E+1	4.486084E+1
2023-02-25  12:35:45.191318	2.163086E+1	3.645630E+1	4.475708E+1
2023-02-25  12:35:45.191368	2.143555E+1	3.646240E+1	4.459839E+1
2023-02-25  12:35:45.191418	2.152710E+1	3.645630E+1	4.447021E+1
2023-02-25  12:35:45.191468	2.142944E+1	3.643799E+1	4.456177E+1
2023-02-25  12:35:45.191517	2.169189E+1	3.648071E+1	4.454346E+1
2023-02-25  12:35:45.191567	2.156982E+1	3.649902E+1	4.460449E+1
2023-02-25  12:35:45.191617	2.134399E+1	3.652344E+1	4.453735E+1
2023-02-25  12:35:45.191667	2.149658E+1	3.653564E+1	4.456787E+1
2023-02-25  12:35:45.191717	2.159424E+1	3.649902E+1	4.477539E+1
2023-02-25  12:35:45.191766	2.152710E+1	3.646851E+1	4.490356E+1
2023-02-25  12:35:45.191816	2.162476E+1	3.656616E+1	4.504395E+1
2023-02-25  12:35:45.191866	2.156372E+1	3.657227E+1	4.513550E+1
2023-02-25  12:35:45.191916	2.150879E+1	3.654785E+1	4.511108E+1
2023-02-25  12:35:45.191966	2.147217E+1	3.657837E+1	4.523926E+1
2023-02-25  12:35:45.192015	2.141113E+1	3.659668E+1	4.517822E+1
2023-02-25  12:35:45.192065	2.139282E+1	3.660889E+1	4.493408E+1
2023-02-25  12:35:45.192115	2.144165E+1	3.664551E+1	4.469604E+1
2023-02-25  12:35:45.192165	2.125854E+1	3.664551E+1	4.481201E+1
2023-02-25  12:35:45.192215	2.152100E+1	3.660889E+1	4.458008E+1
2023-02-25  12:35:45.192264	2.139893E+1	3.664551E+1	4.467773E+1
2023-02-25  12:35:45.192314	2.145386E+1	3.665161E+1	4.470825E+1
2023-02-25  12:35:45.192364	2.141724E+1	3.663330E+1	4.484863E+1
2023-02-25  12:35:45.192414	2.119141E+1	3.668213E+1	4.500732E+1
2023-02-25  12:35:45.192464	2.135620E+1	3.672485E+1	4.526367E+1
2023-02-25  12:35:45.192513	2.124634E+1	3.671265E+1	4.531250E+1
2023-02-25  12:35:45.192563	2.119141E+1	3.672485E+1	4.532471E+1
2023-02-25  12:35:45.192613	2.115479E+1	3.671265E+1	4.542236E+1
2023-02-25  12:35:45.192663	2.129517E+1	3.670654E+1	4.542847E+1
2023-02-25  12:35:45.192713	2.130127E+1	3.670654E+1	4.533691E+1
2023-02-25  12:35:45.192762	2.117310E+1	3.674927E+1	4.517822E+1
2023-02-25  12:35:45.192812	2.113037E+1	3.680420E+1	4.503784E+1
2023-02-25  12:35:45.192862	2.135010E+1	3.679810E+1	4.493408E+1
2023-02-25  12:35:45.192912	2.122803E+1	3.680420E+1	4.479980E+1
2023-02-25  12:35:45.192962	2.130127E+1	3.679810E+1	4.468384E+1
2023-02-25  12:35:45.193011	2.117310E+1	3.680420E+1	4.459839E+1
2023-02-25  12:35:45.193061	2.139893E+1	3.684082E+1	4.461060E+1
2023-02-25  12:35:45.193111	2.124634E+1	3.687744E+1	4.479370E+1
2023-02-25  12:35:45.193161	2.129517E+1	3.690796E+1	4.476318E+1
2023-02-25  12:35:45.193211	2.111206E+1	3.688354E+1	4.480591E+1
2023-02-25  12:35:45.193260	2.106934E+1	3.694458E+1	4.487915E+1
2023-02-25  12:35:45.193310	2.124634E+1	3.698730E+1	4.505615E+1
2023-02-25  12:35:45.193360	2.120361E+1	3.695068E+1	4.499512E+1
2023-02-25  12:35:45.193410	2.127686E+1	3.698120E+1	4.513550E+1
2023-02-25  12:35:45.193460	2.116699E+1	3.702393E+1	4.510498E+1
2023-02-25  12:35:45.193509	2.146606E+1	3.699341E+1	4.514771E+1
2023-02-25  12:35:45.193559	2.116089E+1	3.696899E+1	4.523315E+1
2023-02-25  12:35:45.193609	2.136841E+1	3.705444E+1	4.537964E+1
2023-02-25  12:35:45.193659	2.106934E+1	3.710327E+1	4.514160E+1
2023-02-25  12:35:45.193709	2.100830E+1	3.707886E+1	4.510498E+1
2023-02-25  12:35:45.193758	2.119141E+1	3.717651E+1	4.480591E+1
2023-02-25  12:35:45.193808	2.127686E+1	3.720703E+1	4.453735E+1
2023-02-25  12:35:45.193858	2.109375E+1	3.717651E+1	4.461060E+1
2023-02-25  12:35:45.193908	2.105103E+1	3.722534E+1	4.455566E+1
2023-02-25  12:35:45.193958	2.110596E+1	3.724976E+1	4.439697E+1
2023-02-25  12:35:45.194007	2.111816E+1	3.724976E+1	4.447632E+1
2023-02-25  12:35:45.194057	2.106323E+1	3.726196E+1	4.447632E+1
2023-02-25  12:35:45.194107	2.114868E+1	3.730469E+1	4.472046E+1
2023-02-25  12:35:45.194157	2.106323E+1	3.729858E+1	4.483032E+1
2023-02-25  12:35:45.194207	2.096558E+1	3.735962E+1	4.506226E+1
2023-02-25  12:35:45.194256	2.105713E+1	3.737793E+1	4.508057E+1
2023-02-25  12:35:45.194306	2.092285E+1	3.737183E+1	4.537354E+1
2023-02-25  12:35:45.194356	2.092896E+1	3.742676E+1	4.547729E+1
2023-02-25  12:35:45.194406	2.113647E+1	3.745728E+1	4.557495E+1
2023-02-25  12:35:45.194456	2.127075E+1	3.746338E+1	4.552002E+1
2023-02-25  12:35:45.194505	2.124634E+1	3.748169E+1	4.548340E+1
2023-02-25  12:35:45.194555	2.114868E+1	3.759766E+1	4.522705E+1
2023-02-25  12:35:45.194605	2.102051E+1	3.759155E+1	4.483643E+1
2023-02-25  12:35:45.194655	2.117920E+1	3.765869E+1	4.459839E+1
2023-02-25  12:35:45.194705	2.116699E+1	3.767700E+1	4.463501E+1
2023-02-25  12:35:45.194754	2.094116E+1	3.772583E+1	4.447021E+1
2023-02-25  12:35:45.194804	2.093506E+1	3.769531E+1	4.425049E+1
2023-02-25  12:35:45.194854	2.072754E+1	3.771973E+1	4.425659E+1
2023-02-25  12:35:45.194904	2.089844E+1	3.783569E+1	4.433594E+1
2023-02-25  12:35:45.194954	2.093506E+1	3.781128E+1	4.458008E+1
2023-02-25  12:35:45.195003	2.097168E+1	3.791504E+1	4.474487E+1
2023-02-25  12:35:45.195053	2.096558E+1	3.789673E+1	4.507446E+1
2023-02-25  12:35:45.195103	2.091675E+1	3.789063E+1	4.534912E+1
2023-02-25  12:35:45.195153	2.105713E+1	3.795166E+1	4.555664E+1
2023-02-25  12:35:45.195203	2.109375E+1	3.803101E+1	4.586182E+1
